ANO,CODIGO_MUNICIPIO,MUNICIPIO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_ETC,ETC,POBLACION_5_16,TASA_MATRICULACION_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICION,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICION,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMANO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCION,DESERCION_TRANSICION,DESERCION_PRIMARIA,DESERCION_SECUNDARIA,DESERCION_MEDIA,APROBACION,APROBACION_TRANSICION,APROBACION_PRIMARIA,APROBACION_SECUNDARIA,APROBACION_MEDIA,REPROBACION,REPROBACION_TRANSICION,REPROBACION_PRIMARIA,REPROBACION_SECUNDARIA,REPROBACION_MEDIA,REPITENCIA,REPITENCIA_TRANSICION,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA,flag_cambio_nivel
2020,68872,villanueva,68,santander,3808.0,santander (etc),1456.0,0.7781999999999999,0.7761,0.4732,0.7529,0.6627,0.5299,0.875,0.8214,0.8739,0.9257,0.8008,,,0.0219,0.0,0.0127,0.026,0.0496999999999999,0.9298,0.0,0.9745,0.8831,0.8758,0.0483,0.0,0.0127,0.0909,0.0745,0.0438,0.0,0.0255,0.0831,0.0248,False
2020,68867,vetas,68,santander,3808.0,santander (etc),423.0,0.617,0.617,0.3438,0.6069,0.589,0.4306,0.6785,0.6563,0.6531999999999999,0.7055,0.6944,,,0.0,0.0,0.0,0.0,0.0,0.8835999999999999,0.0,0.9469,0.767,0.9474,0.1164,0.0,0.0530999999999999,0.233,0.0526,0.1273,0.0,0.0265,0.2718,0.1052999999999999,False
2020,68861,velez,68,santander,3808.0,santander (etc),4056.0,0.8079000000000001,0.8077,0.5986,0.7702,0.7166,0.4144,0.9167,0.9892,0.9052,0.9738,0.8051999999999999,,,0.0141,0.0218,0.0083,0.0116999999999999,0.0323,0.882,0.0349,0.9136,0.8473,0.8571,0.104,0.0349,0.0781,0.1409,0.1106,0.0764,0.0567999999999999,0.0613999999999999,0.0965,0.0736,False
2020,68855,valle de san jose,68,santander,3808.0,santander (etc),1245.0,0.8064,0.8031999999999999,0.55,0.6962999999999999,0.8301999999999999,0.5794,0.853,0.71,0.7574,1.0212,0.8131,,,0.0083,0.0,0.0028,0.0152,0.0064,0.972,0.0,0.9943,0.9419,0.9872,0.0197,0.0,0.0028,0.0429,0.0064,0.0383,0.0,0.0598,0.0354,0.0128,False
2020,68820,tona,68,santander,3808.0,santander (etc),1570.0,0.8752,0.8752,0.6107,0.9267,0.7265999999999999,0.4061,0.9376,0.855,1.055,0.9713,0.6169,,,0.0369,0.0,0.0159,0.0785,0.0289999999999999,0.8648,0.0196,0.9459,0.7182,0.8695999999999999,0.0983,0.0196,0.0382,0.2032,0.1014,0.0437,0.0,0.0237999999999999,0.0831,0.0435,False
2020,68780,surata,68,santander,3808.0,santander (etc),732.0,0.873,0.873,0.6119,0.9391,0.6894,0.3136,0.9413,0.7612000000000001,1.0962,1.0,0.5169,,,0.0135,0.0,0.0058,0.0237,0.0327999999999999,0.9414,0.0196,0.9678,0.91,0.8689,0.0451,0.0196,0.0263,0.0664,0.0984,0.0541,0.0588,0.0322,0.0994999999999999,0.0163999999999999,False
2020,68773,sucre,68,santander,3808.0,santander (etc),1410.0,0.8504,0.8504,0.534,0.7706000000000001,0.7565999999999999,0.4362,0.9326,0.835,0.9457,1.0446,0.716,,,0.0431,0.0233,0.0259,0.0707,0.0243999999999999,0.8861,0.0233,0.9167,0.8251000000000001,0.939,0.0708,0.0233,0.0574,0.1041,0.0366,0.0547,0.0,0.0333,0.0883999999999999,0.0487999999999999,False
2020,68770,suaita,68,santander,3808.0,santander (etc),1829.0,0.9694,0.9694,0.6454000000000001,0.8376,0.9092,0.6413,1.0623,0.7589,0.9946,1.2118,1.0603,,,0.023,0.0279999999999999,0.0067,0.0342,0.034,0.9022,0.0187,0.9393,0.8548,0.9082,0.0748,0.0187,0.054,0.111,0.0578,0.0625,0.0,0.0458999999999999,0.1,0.0339,False
2020,68755,socorro,68,santander,3808.0,santander (etc),5826.0,0.9497,0.9495,0.7182,0.9321,0.8402,0.5146999999999999,1.0592,1.0647,1.0574,1.1717,0.852,,,0.0108,0.0292,0.0161,0.0044,0.0060999999999999,0.9206,0.0195,0.9518,0.8798,0.9376,0.0687,0.0195,0.0322,0.1159,0.0562999999999999,0.057,0.0032,0.0465,0.0853999999999999,0.0304,False
2020,68745,simacota,68,santander,3808.0,santander (etc),2147.0,0.8029999999999999,0.8029999999999999,0.4882,0.7704000000000001,0.6889,0.3646999999999999,0.9218,0.7587999999999999,0.9306,0.9945,0.8262,,,0.0394,0.062,0.0265,0.0426999999999999,0.0667,0.9053,0.031,0.9338,0.8704000000000001,0.9,0.0553,0.031,0.0397,0.0868999999999999,0.0333,0.0487,0.0,0.0192999999999999,0.1006,0.0333,False
2020,68720,santa helena del opon,68,santander,3808.0,santander (etc),773.0,0.8991,0.8991,0.6609999999999999,0.8558,0.7631999999999999,0.5194,0.9495,0.8644,0.9781,1.0188,0.7752,,,0.0248,0.0196,0.0128,0.0302,0.051,0.9298,0.0,0.9231,0.9283,0.9286,0.0455,0.0,0.0641,0.0415,0.0204,0.0358,0.0196,0.0321,0.0528,0.0102,False
2020,68705,santa barbara,68,santander,3808.0,santander (etc),452.0,0.7698999999999999,0.7698999999999999,0.8,0.6828,0.7712,0.4231,0.8826999999999999,1.2286,0.7634000000000001,1.0131,0.7564,,,0.0161,0.0,0.0069999999999999,0.0279999999999999,0.0222,0.9008,0.0,0.9648,0.8321999999999999,0.8222,0.0831,0.0,0.0282,0.1399,0.1556,0.0562999999999999,0.0233,0.0562999999999999,0.0839,0.0,False
2020,68689,san vicente de chucuri,68,santander,3808.0,santander (etc),6902.0,0.8486,0.8486,0.6592,0.836,0.6986,0.4615999999999999,0.9255,0.9143,0.9929,0.9445,0.7354,,,0.0161,0.0065,0.0125,0.0256,0.0091,0.9102,0.0409,0.9273,0.8795000000000001,0.9064,0.0737,0.0409,0.0602,0.0948,0.0844999999999999,0.0621,0.0172,0.0481,0.1011,0.0338,False
2020,68686,san miguel,68,santander,3808.0,santander (etc),478.0,0.8096,0.8096,0.625,0.7641,0.764,0.5488000000000001,0.9205,0.625,0.8308,1.0559,1.0122,,,0.0074,0.0,0.0,0.0196,0.0,0.9778,0.0,0.9877,0.9542,1.0,0.0148,0.0,0.0123,0.0260999999999999,0.0,0.0713999999999999,0.0,0.0308999999999999,0.1046,0.1211999999999999,False
2020,68684,san jose de miranda,68,santander,3808.0,santander (etc),794.0,0.6977,0.6977,0.4561,0.7101000000000001,0.6357,0.32,0.7947,0.7018000000000001,0.8046,0.875,0.66,,,0.0017,0.0,0.0,0.0044,0.0,0.9761,0.025,0.9636,0.9868,0.9863,0.0220999999999999,0.025,0.0364,0.0088,0.0137,0.0545,0.0,0.0324,0.0969,0.0274,False
2020,68682,san joaquin,68,santander,3808.0,santander (etc),451.0,0.8758,0.8758,0.5313,0.8656,0.7404999999999999,0.56,0.9401,0.5625,0.957,1.0316,0.8667,,,0.0075,0.0,0.0,0.0203,0.0,0.9724,0.0,0.9944,0.9459,0.9636,0.0200999999999999,0.0,0.0056,0.0338,0.0364,0.0576,0.0,0.0562,0.0810999999999999,0.0182,False
2020,68679,san gil,68,santander,3808.0,santander (etc),10394.0,1.0708,1.0691,0.6984,1.0202,0.981,0.7229000000000001,1.3052,0.9977,1.1399,1.2695,1.9296,,,0.0151,0.0237,0.0155,0.0148,0.0113999999999999,0.9246,0.0036,0.9483,0.8856,0.9407,0.0603,0.0036,0.0362,0.0996,0.0479,0.0519,0.0073,0.0327999999999999,0.0907,0.0227999999999999,False
2020,68673,san benito,68,santander,3808.0,santander (etc),499.0,0.7495,0.7495,0.5135000000000001,0.7711,0.6301,0.4886,0.7976000000000001,0.7297,0.9005,0.7687999999999999,0.6476999999999999,,,0.0,0.0,0.0,0.0,0.0,0.9162,0.037,0.9282,0.9084,0.8726999999999999,0.0838,0.037,0.0718,0.0916,0.1273,0.0305,0.0,0.0276,0.0382,0.0364,False
2020,68669,san andres,68,santander,3808.0,santander (etc),1539.0,0.9487,0.9487,0.5667,0.8177,0.9298,0.6897,1.0806,0.725,0.9334,1.2543,1.249,,,0.0098,0.023,0.0034,0.0132,0.0121999999999999,0.9542,0.0,0.9796,0.944,0.9106,0.036,0.0,0.017,0.0428,0.0771999999999999,0.0385999999999999,0.0115,0.0272,0.0559999999999999,0.0325,False
2020,68655,sabana de torres,68,santander,3808.0,santander (etc),7841.0,0.9689,0.9679,0.6751,0.9213,0.8156,0.4428,1.0569,0.9733,1.1122,1.1429,0.7678,,,0.0163999999999999,0.0227999999999999,0.0141,0.0181,0.0158,0.9214,0.0053,0.9443,0.8756,0.9296,0.0623,0.0053,0.0416,0.1063,0.0546,0.0482,0.0,0.0548,0.0593,0.0172,False
2020,68615,rionegro,68,santander,3808.0,santander (etc),5459.0,0.9954,0.9954,0.6377,0.9351,0.8903,0.5084000000000001,1.0564,0.8590000000000001,1.115,1.1797,0.7559,,,0.0187999999999999,0.0281,0.019,0.0187,0.0128,0.9266,0.0026,0.9447,0.8915000000000001,0.9409,0.0545,0.0026,0.0364,0.0897,0.0463,0.0547,0.0026,0.0494,0.0814,0.0224,False
2020,68575,puerto wilches,68,santander,3808.0,santander (etc),7973.0,0.9651,0.9651,0.4829,0.9562,0.7842,0.3839,1.0857,0.8614,1.1752,1.1824,0.7613,,,0.0127,0.0166,0.0104,0.0158,0.0105,0.9377,0.0083,0.9446,0.9234,0.9254,0.0495,0.0083,0.045,0.0608,0.0641,0.0868999999999999,0.005,0.0815,0.1261,0.034,False
2020,68573,puerto parra,68,santander,3808.0,santander (etc),1870.0,0.8321,0.8321,0.56,0.7954000000000001,0.6959000000000001,0.3429999999999999,0.908,0.7429000000000001,0.9831,0.9983,0.5957,,,0.02,0.0154,0.0233999999999999,0.0192999999999999,0.0074,0.9168,0.0,0.9323,0.8752,0.9338,0.0630999999999999,0.0,0.0443,0.1054,0.0588,0.0437,0.0,0.0406,0.0668,0.0074,False
2020,68572,puente nacional,68,santander,3808.0,santander (etc),2641.0,1.1359,1.1359,0.5475,0.8353,1.2379,0.8312999999999999,1.259,0.8883,0.9593,1.5874,1.3917,,,0.0125,0.0314,0.0182,0.0101,0.0034999999999999,0.9273,0.0063,0.9434,0.9068,0.9427,0.0602,0.0063,0.0384,0.0831,0.0538,0.0487,0.0063,0.0253,0.0729,0.0382,False
2020,68549,pinchote,68,santander,3808.0,santander (etc),953.0,0.6642,0.6642,0.411,0.574,0.7043,0.4731,0.7156,0.6437999999999999,0.6648999999999999,0.8109999999999999,0.6766,,,0.009,0.0426,0.0039,0.0077,0.0097,0.982,0.0,0.9805,0.9885,0.9806,0.009,0.0,0.0156,0.0038,0.0097,0.063,0.0,0.0508,0.1033999999999999,0.0194,False
2020,68547,piedecuesta,68,santander,4700.0,piedecuesta,33049.0,0.9535,0.9524,0.6774,0.9399,0.8771,0.4957999999999999,1.043,0.8853,1.0576,1.1669,0.8423999999999999,,,0.0203,0.0157,0.0148,0.0224,0.0364,0.8993000000000001,0.0049,0.9398,0.8384,0.9004000000000001,0.0803999999999999,0.0049,0.0454,0.1392,0.0632,0.0591,0.0005,0.0308,0.1067,0.0433,False
2020,68533,paramo,68,santander,3808.0,santander (etc),977.0,0.8076000000000001,0.8076000000000001,0.3928999999999999,0.7820999999999999,0.8687999999999999,0.3563,0.8915000000000001,0.5952000000000001,0.8668,1.1094,0.675,,,0.0366999999999999,0.0,0.0028,0.0798,0.0356999999999999,0.9156,0.0,0.9665,0.8436,0.9286,0.0476999999999999,0.0,0.0306999999999999,0.0767,0.0356999999999999,0.077,0.0,0.0363,0.1319,0.0833,False
2020,68432,malaga,68,santander,3808.0,santander (etc),4179.0,0.9868,0.9859,0.9061,0.866,0.9616,0.5241,1.1508,1.1068,0.9712,1.3525,1.1751,,,0.0128,0.0129,0.0045,0.0184,0.0171,0.9122,0.0096,0.9551,0.8689,0.8972,0.075,0.0096,0.0404,0.1127,0.0857,0.0639,0.0032,0.0353,0.1027,0.0544,False
2020,68425,macaravita,68,santander,3808.0,santander (etc),430.0,0.8674,0.8674,0.5758,0.8806999999999999,0.7973,0.5205,0.9326,0.6667000000000001,0.9545,1.0134999999999998,0.8356,,,0.0053,0.0,0.0,0.0147,0.0,0.9947,0.0,1.0,0.9853,1.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0909,0.0237999999999999,0.1971,0.06,False
2020,68418,los santos,68,santander,3808.0,santander (etc),3086.0,0.7598999999999999,0.7598999999999999,0.5373,0.7336,0.7062999999999999,0.4512,0.8286,0.7333,0.8332999999999999,0.8986,0.7227,,,0.0207,0.0481,0.0139999999999999,0.0224,0.0219,0.9574,0.0053,0.9664,0.9506,0.953,0.0219,0.0053,0.0196,0.0269,0.0250999999999999,0.0684999999999999,0.0107,0.0486,0.1089,0.0564,False
2020,68406,lebrija,68,santander,3808.0,santander (etc),8672.0,0.8959,0.8957999999999999,0.5766,0.8395,0.8208,0.4740999999999999,0.9969,0.8523999999999999,0.978,1.1153,0.8803,,,0.0399,0.0216,0.025,0.0562,0.0511,0.911,0.0065,0.9446,0.8692,0.8906999999999999,0.0491,0.0065,0.0304,0.0746,0.0582,0.0753,0.0043,0.0561,0.1175,0.0523,False
2020,68397,la paz,68,santander,3808.0,santander (etc),892.0,0.6637000000000001,0.6637000000000001,0.4167,0.6544,0.6375,0.478,0.7175,0.5333,0.7167,0.7563,0.7106999999999999,,,0.0253,0.0,0.0079,0.042,0.0364,0.9431,0.0,0.9723,0.9202,0.9091,0.0316,0.0,0.0197999999999999,0.0378,0.0545,0.03,0.0,0.0356,0.0294,0.0273,False
2020,68385,landazuri,68,santander,3808.0,santander (etc),2210.0,0.9842,0.9842,0.5562,0.9367,0.8863,0.484,1.0661,0.929,1.1222,1.1778,0.7659999999999999,,,0.0223,0.0134,0.0040999999999999,0.0444,0.0232,0.9406,0.0,0.9795,0.889,0.9382,0.0371,0.0,0.0163999999999999,0.0666,0.0385999999999999,0.0375,0.0067,0.0308,0.0548,0.0232,False
2020,68377,la belleza,68,santander,3808.0,santander (etc),1254.0,0.9139,0.9139,0.6703,0.9583,0.7831,0.4434,0.9904,0.978,1.1071,0.9795,0.7511,,,0.0501,0.0787,0.0358,0.0553,0.071,0.8373999999999999,0.0449,0.8889,0.7644,0.8258,0.1125,0.0449,0.0753,0.1803,0.1032,0.0788,0.0,0.1022,0.0889,0.0129,False
2020,68370,jordan,68,santander,3808.0,santander (etc),275.0,1.1055,1.1055,0.7391,0.9478,1.2444,0.6383,1.1673,0.913,1.0957,1.4667,0.8936,,,0.0096,0.0,0.0,0.0233,0.0,0.9423,0.0,0.9841,0.8837,0.9722,0.0481,0.0,0.0159,0.093,0.0278,0.0321,0.0475999999999999,0.0159,0.0542999999999999,0.0,False
2020,68368,jesus maria,68,santander,3808.0,santander (etc),623.0,0.8122,0.8122,0.3659,0.7582,0.7723,0.6315999999999999,0.8892,0.5854,0.8320000000000001,1.0313,0.8421,,,0.0093,0.0,0.0,0.0139999999999999,0.0215,0.9065,0.0417,0.9458,0.9023,0.8172,0.0841,0.0417,0.0542,0.0837,0.1613,0.086,0.0,0.0542,0.1488,0.0323,False
2020,15212,coper,15,boyaca,3769.0,boyaca (etc),672.0,0.7887000000000001,0.7887000000000001,0.5091,0.7908,0.68,0.5182,0.872,0.5818,0.8759,0.9378,0.8726999999999999,,,0.0126,0.0,0.0081,0.0204,0.0121999999999999,0.851,0.0,0.9352,0.6990000000000001,0.9024,0.1364,0.0,0.0567,0.2805999999999999,0.0853999999999999,0.0538999999999999,0.0,0.0283,0.1173,0.0,False
2020,15204,combita,15,boyaca,3769.0,boyaca (etc),1902.0,0.9621,0.9606,0.6899,0.9547,0.8829,0.5521,1.7808000000000002,0.8481000000000001,1.2943,2.1408,2.7476,,,0.046,0.0279999999999999,0.0177,0.0649,0.0891,0.8328,0.0,0.9534,0.6807,0.8168000000000001,0.1213,0.0,0.0289,0.2544,0.0941,0.0779,0.0279999999999999,0.0723,0.0982,0.0644,False
2020,15189,cienega,15,boyaca,3769.0,boyaca (etc),959.0,0.8571,0.8571,0.5832999999999999,0.8140000000000001,0.8466,0.6215999999999999,0.9228,0.7381,0.9155,0.9521,0.9865,,,0.0069999999999999,0.0484,0.0026,0.0034,0.0084,0.9056,0.0,0.9525,0.8321999999999999,0.916,0.0874,0.0,0.0449,0.1644,0.0756,0.0733999999999999,0.0,0.0712,0.0973,0.0588,False
2020,15187,chivata,15,boyaca,3769.0,boyaca (etc),624.0,0.6859000000000001,0.6859000000000001,0.5484,0.552,0.7526,0.2135,0.7837000000000001,0.7258,0.6738,1.1082,0.4607,,,0.0043,0.0444,0.0,0.0,0.0,0.772,0.0,0.8423999999999999,0.6667000000000001,0.7631999999999999,0.2237,0.0,0.1576,0.3333,0.2368,0.0839,0.0,0.0652,0.1211999999999999,0.0789,False
2020,15185,chitaraque,15,boyaca,3769.0,boyaca (etc),1199.0,0.7898000000000001,0.7898000000000001,0.7981,0.7311,0.7646,0.4536,0.8315,0.8942,0.8143,0.9266,0.6393,,,0.0210999999999999,0.0108,0.0214,0.0246,0.0171,0.9107,0.0,0.9739,0.8606999999999999,0.7778,0.0682,0.0,0.0048,0.1148,0.2051,0.0231,0.0,0.0166,0.0355,0.0256,False
2020,15183,chita,15,boyaca,3769.0,boyaca (etc),1918.0,0.9176,0.9176,0.5132,0.9097,0.8162,0.5607,0.987,0.6908,1.0198,1.0582,0.8951,,,0.0022,0.0,0.0,0.0043,0.0042,0.9586,0.0095,0.9964,0.9233,0.9167,0.0392,0.0095,0.0036,0.0724,0.0791999999999999,0.0504999999999999,0.019,0.0133,0.1071,0.0292,False
2020,15180,chiscas,15,boyaca,3769.0,boyaca (etc),722.0,0.8421,0.8421,0.9091,0.7663,0.7631,0.6299,0.8823000000000001,0.9818,0.8454,0.9357,0.8189,,,0.0016,0.0,0.0040999999999999,0.0,0.0,0.9873,0.0,0.9878,0.9957,0.96,0.0111,0.0,0.0081999999999999,0.0043,0.04,0.0206,0.0,0.0285,0.026,0.0,False
2020,15176,chiquinquira,15,boyaca,3769.0,boyaca (etc),11718.0,0.9892,0.9887,0.6927,0.9367,0.9274,0.6457999999999999,1.085,0.9472,1.0434,1.1675,1.0743,,,0.0306,0.0297,0.0266,0.0305,0.0412999999999999,0.8925,0.0046999999999999,0.9415,0.8503000000000001,0.8454999999999999,0.0769,0.0046999999999999,0.0319,0.1192,0.1132,0.0344,0.0016,0.0247,0.0518,0.0286,False
2020,15172,chinavita,15,boyaca,3769.0,boyaca (etc),508.0,0.8622,0.8622,0.4878,0.8365,0.8314,0.6322,0.9252,0.5122,0.9567,0.9884,0.9195,,,0.0191,0.0,0.0101,0.0176,0.05,0.8681,0.0,0.9648,0.7471,0.85,0.1128,0.0,0.0250999999999999,0.2353,0.1,0.0511,0.0,0.0452,0.0588,0.0625,False
2020,15162,cerinza,15,boyaca,3769.0,boyaca (etc),604.0,0.9056,0.9056,0.907,0.8565,0.9381,0.5263,0.995,1.1395,0.9156,1.119,0.8772,,,0.0017,0.0204,0.0,0.0,0.0,0.9322,0.0,0.9816,0.8637999999999999,0.9663,0.0661,0.0,0.0184,0.1362,0.0337,0.0458,0.0,0.0276,0.0851,0.0112,False
2020,15135,campohermoso,15,boyaca,3769.0,boyaca (etc),638.0,0.685,0.685,0.5179,0.6642,0.6411,0.303,0.721,0.5893,0.7555,0.8038,0.5253,,,0.0065,0.0,0.0,0.006,0.0385,0.9283,0.0,0.9758,0.875,0.8654000000000001,0.0652,0.0,0.0242,0.119,0.0962,0.037,0.0,0.0242,0.0713999999999999,0.0,False
2020,15131,caldas,15,boyaca,3769.0,boyaca (etc),586.0,0.7372,0.7372,0.2889,0.6008,0.7326999999999999,0.5842,0.8276,0.4,0.7227,0.9752,0.9703,,,0.0277,0.0,0.0116,0.0532,0.011,0.9254,0.0,0.9419,0.8936,0.9451,0.0469,0.0,0.0465,0.0532,0.044,0.0235,0.0,0.0174,0.0372,0.011,False
2020,15114,busbanza,15,boyaca,3769.0,boyaca (etc),183.0,0.5956,0.5956,0.4286,0.5663,0.6862999999999999,0.2857,0.6393,0.5238,0.6024,0.8626999999999999,0.4286,,,0.0,0.0,0.0,0.0,0.0,0.8462000000000001,0.0,0.96,0.6818000000000001,0.8332999999999999,0.1538,0.0,0.04,0.3182,0.1667,0.0598,0.0,0.04,0.1135999999999999,0.0,False
2020,15109,buenavista,15,boyaca,3769.0,boyaca (etc),835.0,0.9413,0.9413,0.8332999999999999,0.848,0.959,0.6570999999999999,0.9892,0.9167,0.9298,1.1229,0.8856999999999999,,,0.0182,0.0182,0.0093999999999999,0.0183,0.0403,0.937,0.0,0.9686,0.9146,0.8952,0.0448,0.0,0.022,0.0670999999999999,0.0645,0.0545,0.0,0.0596999999999999,0.0608,0.0484,False
2020,15106,briceno,15,boyaca,3769.0,boyaca (etc),417.0,0.8945000000000001,0.8945000000000001,0.9,0.8706,0.8896999999999999,0.4306,0.9448,1.1667,0.9471,1.069,0.5972,,,0.0431,0.0,0.0186,0.071,0.0698,0.769,0.0,0.913,0.5548,0.8140000000000001,0.1878,0.0,0.0683,0.3742,0.1163,0.1447,0.0571,0.0373,0.2903,0.093,False
2020,15104,boyaca,15,boyaca,3769.0,boyaca (etc),1021.0,0.7267,0.7267,0.3290999999999999,0.6635,0.7656999999999999,0.4451,0.7865000000000001,0.5316,0.7637,0.9086,0.711,,,0.0064,0.0,0.0063,0.0063,0.0093,0.9403,0.0237999999999999,0.9656,0.9057,0.9533,0.0533999999999999,0.0237999999999999,0.0281,0.0881,0.0374,0.0139999999999999,0.0,0.0031,0.0126,0.0561,False
2020,15097,boavita,15,boyaca,3769.0,boyaca (etc),892.0,0.9372,0.9372,0.6308,0.9258,0.7564,0.4834,1.0796,0.9846,1.0385,1.1731,1.0265,,,0.0156,0.0156,0.0079,0.0219,0.0195,0.8876000000000001,0.0156,0.9497,0.8027,0.9026,0.0968,0.0156,0.0423,0.1753,0.0779,0.0487999999999999,0.0,0.0237999999999999,0.0847,0.0452,False
2020,15092,beteitiva,15,boyaca,3769.0,boyaca (etc),301.0,0.7043,0.7043,0.28,0.6585,0.7326999999999999,0.3461999999999999,0.7741,0.28,0.8210999999999999,0.901,0.6537999999999999,,,0.0132,0.0,0.0,0.033,0.0,0.8987,0.0,0.9604,0.8131999999999999,0.9286,0.0881,0.0,0.0395999999999999,0.1538,0.0713999999999999,0.0661,0.0,0.0395999999999999,0.0989,0.0713999999999999,False
2020,15090,berbeo,15,boyaca,3769.0,boyaca (etc),273.0,0.978,0.978,0.9091,0.7928000000000001,1.0,0.6739,1.0147,0.9091,0.9099,1.2447,0.8478,,,0.0036,0.0,0.0098999999999999,0.0,0.0,0.9495,0.0,0.9604,0.9231,0.9744,0.0469,0.0,0.0297,0.0769,0.0256,0.0613999999999999,0.0,0.0297,0.1026,0.0513,False
2020,15087,belen,15,boyaca,3769.0,boyaca (etc),1443.0,0.9806,0.9806,0.7232,0.9405,1.0061,0.6908,1.0506,0.9464,1.0136,1.1316,1.0241,,,0.0062,0.0106,0.0053,0.0018,0.0165,0.9238,0.0213,0.9804,0.9016,0.8264,0.07,0.0213,0.0141999999999999,0.0966,0.157,0.0151,0.0,0.0070999999999999,0.0268,0.0124,False
2020,15051,arcabuco,15,boyaca,3769.0,boyaca (etc),1207.0,0.8708,0.8708,0.6175999999999999,0.7813,0.9002,0.5423,0.9238,0.6960999999999999,0.8529000000000001,1.1297,0.8059999999999999,,,0.0063,0.0423,0.0069999999999999,0.0022,0.0,0.9195,0.0,0.972,0.8587,0.9342,0.0742,0.0,0.021,0.1391,0.0658,0.0452,0.0141,0.035,0.0706,0.0132,False
2020,15047,aquitania,15,boyaca,3769.0,boyaca (etc),3291.0,0.918,0.918,0.758,0.9079,0.8491,0.5163,0.9754,0.8968,1.0014,1.0377,0.8184,,,0.0046,0.0045,0.0008,0.0036,0.0203,0.9405,0.0,0.9893,0.8682,0.9519,0.0549,0.0,0.0098999999999999,0.1283,0.0278,0.0592,0.0045,0.0457,0.0878999999999999,0.0532,False
2020,15022,almeida,15,boyaca,3769.0,boyaca (etc),249.0,0.7831,0.7831,0.5238,0.7576,0.7737999999999999,0.4221999999999999,0.8554,0.6667000000000001,0.8484999999999999,1.0,0.6889,,,0.0093999999999999,0.0,0.0,0.0,0.0645,0.9155,0.0,0.9881,0.8214,0.9355,0.0751,0.0,0.0118999999999999,0.1785999999999999,0.0,0.0657,0.0,0.0356999999999999,0.119,0.0323,False
2020,15001,tunja,15,boyaca,3770.0,tunja,32141.0,1.0582,1.0566,0.8466,1.0454,0.9815,0.5519,1.1635,1.1305,1.1654,1.2623,0.9886,,,0.0207,0.0315,0.0157,0.0231,0.0222,0.9024,0.0019,0.9459,0.8584999999999999,0.8822,0.0769,0.0019,0.0384,0.1184,0.0956,0.067,0.0064,0.0421,0.1079,0.045,False
2020,13894,zambrano,13,bolivar,3767.0,bolivar (etc),2756.0,0.9383,0.938,0.5931000000000001,0.8615999999999999,0.7617,0.4989,1.1096,1.355,1.074,1.1005,1.0933,,,0.0222,0.0074,0.0152,0.0348,0.0209,0.9778,0.0,0.9848,0.9652,0.9791,0.0,0.0,0.0,0.0,0.0,0.0441,0.0481,0.0398,0.0581,0.0149,False
2020,13873,villanueva,13,bolivar,3767.0,bolivar (etc),5930.0,0.8226,0.8220999999999999,0.5495,0.799,0.6061,0.3001,0.9405,0.9657,1.0306,0.9783,0.6208,,,0.0025,0.0027,0.0027,0.0018,0.0040999999999999,0.9975,0.0,0.9973,0.9982,0.9959,0.0,0.0,0.0,0.0,0.0,0.0289,0.0401,0.0288,0.0306999999999999,0.0144999999999999,False
2020,13838,turbana,13,bolivar,3767.0,bolivar (etc),3574.0,0.9317,0.9317,0.6221,0.8826999999999999,0.7976000000000001,0.4407,1.0195999999999998,1.2508,1.0686,1.0799,0.6542,,,0.0067,0.0286,0.0081,0.0,0.0,0.9933,0.0,0.9919,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0544,0.0208,0.02,0.1193999999999999,0.019,False
2020,13836,turbaco,13,bolivar,3767.0,bolivar (etc),23239.0,0.8537,0.8515,0.59,0.8484999999999999,0.7159,0.4786999999999999,0.9816,0.8536,0.9912,0.9768,1.0299,,,0.0161,0.0305,0.0204,0.0081,0.0148,0.9434,0.0048,0.9543,0.9256,0.9435,0.0405,0.0048,0.0252,0.0664,0.0417,0.0535,0.0095,0.0542999999999999,0.0679,0.0348,False
2020,13810,tiquisio,13,bolivar,3767.0,bolivar (etc),5299.0,1.0638,1.0638,0.5512,0.9892,0.7893000000000001,0.3569,1.2283,1.0328,1.3609,1.3249000000000002,0.7541,,,0.0118,0.0079,0.0069999999999999,0.0195,0.0197999999999999,0.9794,0.0098999999999999,0.9818,0.9759,0.9728,0.0088,0.0098999999999999,0.0112,0.0046,0.0074,0.0521999999999999,0.0118999999999999,0.0484999999999999,0.0774,0.0222,False
