ANO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,POBLACION_5_16,TASA_MATRICULACION_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICION,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICION,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMANO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCION,DESERCION_TRANSICION,DESERCION_PRIMARIA,DESERCION_SECUNDARIA,DESERCION_MEDIA,APROBACION,APROBACION_TRANSICION,APROBACION_PRIMARIA,APROBACION_SECUNDARIA,APROBACION_MEDIA,REPROBACION,REPROBACION_TRANSICION,REPROBACION_PRIMARIA,REPROBACION_SECUNDARIA,REPROBACION_MEDIA,REPITENCIA,REPITENCIA_TRANSICION,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2012,68,santander,425904,0.9221,0.9211,0.7017,0.9289,0.7781999999999999,0.4684,1.0399,1.13,1.1122,1.0522,0.8140999999999999,24.89,0.2218,0.0467,0.0546,0.0379,0.0588999999999999,0.0384,0.9265,0.0032,0.9458,0.0588999999999999,0.9293,0.0268,0.0032,0.9458,0.0444,0.0323,0.0253,0.0032,0.0175,0.0418,0.0158
2012,70,sucre,203626,0.956,0.9555,0.6751,0.951,0.7372,0.3811,1.1262,1.3162,1.2816,1.058,0.7965000000000001,23.33,0.264,0.0483,0.0515,0.0476999999999999,0.05,0.0431,0.8568000000000001,0.008,0.8601000000000001,0.05,0.8679000000000001,0.0949,0.008,0.8601000000000001,0.1281,0.089,0.0065,0.008,0.0065,0.0075,0.0054
2012,73,tolima,321653,0.8747,0.8742,0.6162,0.8571,0.7182,0.3977,0.9711,0.9343,1.084,0.973,0.7092,24.81,0.4236999999999999,0.0511,0.0492,0.0438999999999999,0.0642,0.0431,0.8737999999999999,0.0034999999999999,0.8953,0.0642,0.8929,0.0751,0.0034999999999999,0.8953,0.1153999999999999,0.064,0.0066,0.0034999999999999,0.0069,0.008,0.0037
2012,76,valle del cauca,894698,0.8826,0.8809,0.6032,0.8615999999999999,0.7121,0.4061999999999999,1.0186,1.0398,1.1169,1.0327,0.7619,22.35,0.4032,0.0432,0.0479,0.0374,0.0521,0.0369,0.9239,0.002,0.9391,0.0521,0.9298,0.0329,0.002,0.9391,0.0528,0.0333,0.0163999999999999,0.002,0.0139,0.024,0.0101
2012,81,arauca,74454,0.7232999999999999,0.7229000000000001,0.5147999999999999,0.7061,0.5447,0.2981,0.8367,0.8740000000000001,0.9229,0.8066,0.6194,16.46,0.1732999999999999,0.0499,0.0463,0.0472,0.0572,0.0455999999999999,0.9499,0.0,0.9528,0.0572,0.9521,0.0003,0.0,0.9528,0.0001,0.0023,0.0383,0.0,0.0306,0.059,0.0308999999999999
2012,85,casanare,85999,1.0394,1.0388,0.7845,1.02,0.8540000000000001,0.4403,1.1702,1.11,1.2485,1.234,0.879,24.17,0.187,0.0652,0.0557,0.0544,0.0839,0.0608,0.8767,0.0008,0.9035,0.0839,0.8887999999999999,0.0581,0.0008,0.9035,0.0964,0.0503,0.0192,0.0008,0.015,0.031,0.0129
2012,86,putumayo,93570,0.7817000000000001,0.7817000000000001,0.4882,0.7895,0.5746,0.2728,0.9312,0.933,1.0413,0.9193,0.6764,23.77,0.1574,0.0616,0.0605,0.0562999999999999,0.0744,0.0487999999999999,0.8959999999999999,0.0028,0.9134,0.0744,0.9023,0.0424,0.0028,0.9134,0.0719,0.0489,0.0103,0.0028,0.01,0.0133,0.0073
2012,88,"archipielago de san andres, providencia y santa catalina",15648,0.687,0.6865000000000001,0.5987,0.6969,0.6091,0.3982,0.7620999999999999,0.8040999999999999,0.7685,0.7920999999999999,0.6690999999999999,25.28,0.0,0.0126,0.0121,0.0112,0.0152,0.0112,0.9816,0.0,0.9837,0.0152,0.9816,0.0058,0.0,0.9837,0.0076,0.0072,0.039,0.0,0.0231,0.0703,0.0274
2012,91,amazonas,22194,0.8187000000000001,0.8187000000000001,0.6022,0.8562000000000001,0.5333,0.2231,0.9476,1.0881999999999998,1.1345999999999998,0.8495,0.5828,19.34,0.2091,0.047,0.0516,0.023,0.0797,0.0806,0.9374,0.0,0.9578,0.0797,0.8996,0.0156,0.0,0.9578,0.0135,0.0197999999999999,0.063,0.0,0.0683,0.0725,0.0317
2012,94,guainia,11920,0.7081999999999999,0.7081999999999999,0.4769,0.725,0.2838,0.0824,0.8590000000000001,0.9797,1.2318,0.6645,0.3319,18.6,0.1895,0.0891,0.0943,0.0818,0.1063,0.0793,0.7818,0.0828999999999999,0.7974,0.1063,0.774,0.1291,0.0828999999999999,0.7974,0.1674,0.1466,0.0175,0.0828999999999999,0.0177,0.0146,0.0143
2012,95,guaviare,31272,0.5920000000000001,0.5918,0.3754,0.5824,0.4364,0.1962,0.713,0.6181,0.805,0.7154,0.5099,18.66,0.1142,0.0486,0.0411,0.0537,0.0446,0.0389,0.9489,0.0012,0.9446,0.0446,0.9528,0.0026,0.0012,0.9446,0.0028,0.0084,0.015,0.0012,0.0113,0.024,0.0073
2012,97,vaupes,12681,0.6232,0.6232,0.2529,0.6335000000000001,0.3181,0.0935999999999999,0.7318000000000001,0.4372,1.0051,0.6175999999999999,0.3778,13.21,0.2061,0.0762,0.0909,0.0662,0.089,0.1082,0.7986,0.0227,0.7986,0.089,0.7663,0.1252,0.0227,0.7986,0.123,0.1253999999999999,0.0511,0.0227,0.0595,0.048,0.0131
2012,99,vichada,20686,0.6675,0.6675,0.3802,0.6696,0.3337,0.1501,0.7511,0.7078,1.0397,0.5697,0.3588,15.67,0.1785999999999999,0.0507,0.0759,0.0441,0.0611,0.0414,0.8824,0.04,0.8645,0.0611,0.9394,0.0669,0.04,0.8645,0.0281,0.0192,0.0131,0.04,0.0133,0.0167,0.0104
2013,5,antioquia,1272458,0.9206,0.9193,0.6761,0.9153,0.7565999999999999,0.4271,1.0569,0.8976999999999999,1.1471,1.1013,0.8342,52.72,0.6847,0.0356999999999999,0.0292,0.0294,0.048,0.0306999999999999,0.9159,0.0012,0.9302,0.048,0.9176,0.0484,0.0012,0.9302,0.0696,0.0516999999999999,0.0157,0.0012,0.0141,0.0227,0.0112
2013,8,atlantico,522832,0.8641,0.8622,0.5367000000000001,0.8323,0.741,0.4393999999999999,0.9558,0.9045,1.0534,0.9636,0.7204999999999999,29.46,0.8493999999999999,0.0312,0.0158,0.0355,0.0317,0.0233,0.9577,0.0056,0.9544,0.0317,0.9672,0.0111,0.0056,0.9544,0.0143,0.0095,0.0166,0.0056,0.0171,0.0189,0.0079
2013,11,"bogota, d.c.",1466854,0.845,0.8406999999999999,0.6124,0.7931999999999999,0.7972,0.5267000000000001,0.9142,0.7894,0.8984000000000001,0.9941,0.8553000000000001,28.08,0.9986,0.0368,0.0059,0.031,0.0482,0.0374,0.9632,0.0001,0.969,0.0482,0.9626,0.0,0.0001,0.969,0.0,0.0,0.0689,0.0001,0.0487999999999999,0.1077999999999999,0.0554
2013,13,bolivar,492500,0.8966,0.8955,0.5986,0.875,0.7040000000000001,0.3827,1.0372,1.1014,1.1502,1.0156999999999998,0.7686,34.98,0.5259,0.0256,0.0256999999999999,0.0258,0.0266,0.022,0.9423,0.0042,0.9491,0.0266,0.9372,0.032,0.0042,0.9491,0.0476999999999999,0.0408,0.0191,0.0042,0.0212,0.0219,0.0083
2013,15,boyaca,292312,0.851,0.8504999999999999,0.6611,0.8156,0.7509,0.4843,0.963,0.8449,0.943,1.0256,0.9408,39.97,0.2357,0.0245,0.023,0.0178,0.0325,0.025,0.9341,0.0027,0.9535,0.0325,0.9377,0.0414,0.0027,0.9535,0.0653,0.0374,0.0169,0.0027,0.0128,0.0255,0.0137
2013,17,caldas,196982,0.8258,0.8254,0.5605,0.782,0.7078,0.446,0.9492,0.7579,0.9879,1.0075,0.8320000000000001,40.09,0.3449,0.0409999999999999,0.0426,0.0336,0.0538,0.0321,0.8864,0.0036,0.903,0.0538,0.904,0.0725,0.0036,0.903,0.102,0.0639,0.0187,0.0036,0.0157,0.0275,0.0141999999999999
2013,18,caqueta,124458,0.8095,0.8094,0.4928,0.8193,0.5648,0.2387,0.9555,0.8972,1.1483,0.9045,0.5816,46.7,0.0848,0.0655,0.0608,0.0669,0.0695,0.0434,0.9248,0.0026,0.9255,0.0695,0.9448,0.0096,0.0026,0.9255,0.0148,0.0118,0.0132,0.0026,0.0113,0.0206,0.0089
2013,19,cauca,320510,0.8434,0.8432999999999999,0.4760999999999999,0.8542000000000001,0.6311,0.319,1.0467,0.86,1.2239,1.0161,0.7768,30.35,0.2464,0.0374,0.0200999999999999,0.034,0.0475,0.036,0.9169,0.0096,0.9186,0.0475,0.9282,0.0457,0.0096,0.9186,0.0547,0.0359,0.0128,0.0096,0.012,0.0167,0.0123
2013,20,cesar,262240,0.9492,0.948,0.5866,0.9336,0.7145999999999999,0.3602,1.0998,1.1837,1.2467,1.062,0.7574,44.23,0.2239999999999999,0.0453,0.0602,0.0432,0.0476999999999999,0.033,0.8987,0.0242,0.9067,0.0476999999999999,0.9116,0.0559999999999999,0.0242,0.9067,0.075,0.0554,0.0107,0.0242,0.0098999999999999,0.0127,0.0068
2013,23,cordoba,407589,0.9339,0.9335,0.5706,0.9217,0.7347,0.3638,1.1067,1.103,1.2275,1.109,0.7940999999999999,32.42,0.1828,0.023,0.0218,0.0196,0.0279,0.0243999999999999,0.9613,0.0075,0.9679,0.0279,0.9572,0.0157,0.0075,0.9679,0.0223,0.0184,0.0269,0.0075,0.0285,0.0286,0.0173
2013,25,cundinamarca,572012,0.9049,0.9028,0.61,0.8547,0.8208,0.4797999999999999,1.0066,0.8869,1.0181,1.1073,0.8373,23.42,0.3051,0.0317,0.0353,0.0260999999999999,0.0393,0.0269,0.957,0.0003,0.9684,0.0393,0.959,0.0112,0.0003,0.9684,0.0192999999999999,0.0141,0.019,0.0003,0.0139,0.0295,0.0152
2013,27,choco,145133,0.7959,0.7959,0.5547,0.8273,0.4428,0.1843,0.9673,0.9565,1.225,0.8231,0.5624,17.38,0.0796,0.0458999999999999,0.0279,0.0429,0.0619,0.0371,0.8885,0.0014,0.8862000000000001,0.0619,0.9192,0.0655999999999999,0.0014,0.8862000000000001,0.0837,0.0438,0.0015,0.0014,0.0016,0.0011,0.0006
2013,41,huila,272091,0.8973,0.8968,0.6476999999999999,0.9086,0.7526999999999999,0.3907,1.0165,0.8851,1.1353,1.0467,0.7309,39.56,0.1173,0.0478,0.042,0.0327,0.07,0.0499,0.9218,0.0007,0.9434,0.07,0.9105,0.0304,0.0007,0.9434,0.0438999999999999,0.0397,0.0103,0.0007,0.0077,0.0165,0.0081
2013,44,la guajira,244513,0.748,0.7473000000000001,0.4536,0.7175,0.4338,0.1994999999999999,0.8785,1.0036,1.1438,0.6789000000000001,0.4391,47.37,0.1404,0.0527,0.0408,0.0569,0.0530999999999999,0.0348,0.9412,0.0026,0.9377,0.0530999999999999,0.9583,0.0060999999999999,0.0026,0.9377,0.009,0.0068,0.0235,0.0026,0.0247,0.0260999999999999,0.0111
2013,47,magdalena,332266,0.9603,0.9583,0.6385000000000001,0.8983,0.6881999999999999,0.3497,1.1711,1.4497,1.4175,1.0058,0.7195999999999999,36.44,0.3069,0.0319,0.0203,0.0313,0.0387,0.0268,0.9532,0.0072,0.9541,0.0387,0.96,0.0149,0.0072,0.9541,0.0186,0.0132,0.0132,0.0072,0.0128,0.0156,0.0076
2013,50,meta,213170,0.9483,0.9476,0.6252,0.9448,0.7698,0.4324,1.0643,0.959,1.1902,1.0596,0.8031999999999999,42.67,0.1932,0.0449,0.0466,0.0383,0.0569,0.0372,0.9387,0.0017,0.9515,0.0569,0.9406,0.0163,0.0017,0.9515,0.0272,0.0222,0.0115,0.0017,0.0093,0.0186,0.0066
2013,52,narino,399032,0.7659999999999999,0.7658,0.4593,0.7534000000000001,0.5614,0.2899,0.9362,0.7761,1.1169,0.9065,0.6236,32.94,0.3082999999999999,0.0289999999999999,0.0088,0.0306999999999999,0.0339,0.0207,0.9583,0.0002,0.9634,0.0339,0.9558,0.0126,0.0002,0.9634,0.0231,0.0235,0.0185,0.0002,0.0184,0.0233999999999999,0.0134
2013,54,norte de santander,317334,0.8642,0.8637,0.6114,0.8874,0.6627,0.3786,1.0076,1.0128,1.1719,0.9631,0.7064,43.68,0.0868999999999999,0.0366,0.0375999999999999,0.0311,0.0467999999999999,0.0302,0.9529,0.0014,0.9615,0.0467999999999999,0.9547,0.0105,0.0014,0.9615,0.0163,0.015,0.0172,0.0014,0.013,0.0266999999999999,0.0156
2013,63,quindio,111539,0.8589,0.8587,0.5139,0.7829999999999999,0.7846,0.4706,1.0048,0.7884,1.0046,1.1271,0.872,49.12,0.6470999999999999,0.053,0.0617,0.043,0.0675,0.0407,0.897,0.0006,0.9231,0.0675,0.9075,0.0499,0.0006,0.9231,0.0771,0.0519,0.0121,0.0006,0.0104,0.0181,0.0065
2013,66,risaralda,187946,0.8996999999999999,0.8981,0.5808,0.8586,0.7528,0.4249,1.064,0.9238,1.1267,1.1331,0.8508,30.08,0.2754,0.0516999999999999,0.0542999999999999,0.0369,0.0745,0.0397,0.8976999999999999,0.0091,0.9303,0.0745,0.9039,0.0506,0.0091,0.9303,0.0812,0.0564,0.0093999999999999,0.0091,0.0086,0.0129,0.0063
2013,68,santander,419596,0.934,0.9328,0.6045,0.9292,0.8027,0.4809,1.0644,1.0386,1.1456,1.0906,0.8409,38.86,0.1565,0.036,0.047,0.0269,0.0472,0.0308999999999999,0.9298,0.0046999999999999,0.953,0.0472,0.925,0.0341,0.0046999999999999,0.953,0.0558,0.0441,0.0204,0.0046999999999999,0.0148,0.0329,0.0135
2013,70,sucre,202453,0.9668,0.9664,0.6766,0.957,0.7542,0.3963,1.1732,1.3311000000000002,1.3744999999999998,1.0685,0.8158,34.84,0.3049,0.0383,0.0408,0.0331,0.0466,0.0341,0.8668,0.0081999999999999,0.8751000000000001,0.0466,0.8768,0.0949,0.0081999999999999,0.8751000000000001,0.129,0.0891,0.0069999999999999,0.0081999999999999,0.0072,0.0069,0.0064
2013,73,tolima,317546,0.8702,0.8695,0.5582,0.8399,0.7308,0.4052,1.002,0.9067,1.0419,1.0857,0.7824,37.0,0.2039,0.0401,0.0457,0.035,0.049,0.0304,0.8865000000000001,0.003,0.9039,0.049,0.9054,0.0733999999999999,0.003,0.9039,0.1096,0.0641,0.005,0.003,0.005,0.0060999999999999,0.0039
2013,76,valle del cauca,887988,0.8756,0.8737,0.5892000000000001,0.8498,0.7127,0.4061,1.0144,0.9438,1.1017,1.0454,0.7881999999999999,29.67,0.5639,0.0304,0.0272,0.0256999999999999,0.038,0.0288,0.9357,0.0025,0.9483,0.038,0.936,0.0339,0.0025,0.9483,0.0513,0.0352,0.013,0.0025,0.0109,0.019,0.0086
2013,81,arauca,74658,0.7071,0.7070000000000001,0.4307999999999999,0.6981,0.5413,0.2778,0.8162999999999999,0.8138,0.9313,0.7811,0.5613,27.69,0.1663,0.0417,0.0213,0.0426,0.0509,0.0263,0.9583,0.0,0.9574,0.0509,0.9728,0.0001,0.0,0.9574,0.0,0.0009,0.0242,0.0,0.0196,0.0363,0.0204
2013,85,casanare,86460,1.0373,1.0369,0.7454999999999999,1.0207,0.8484999999999999,0.4546,1.1781,1.0985,1.278,1.2014,0.921,31.93,0.3344,0.0366999999999999,0.0441999999999999,0.0314,0.045,0.0293,0.9086,0.0040999999999999,0.923,0.045,0.9238,0.0547,0.0040999999999999,0.923,0.0822,0.047,0.0134,0.0040999999999999,0.0121,0.0203,0.0054
2013,86,putumayo,92887,0.7696,0.7696,0.3682,0.7676999999999999,0.6032,0.2769,0.8983,0.8015000000000001,0.9983,0.9202,0.6513,55.79,0.0751,0.0567999999999999,0.0625,0.045,0.0744,0.0541,0.8853,0.0032,0.9113,0.0744,0.8773000000000001,0.0579,0.0032,0.9113,0.0898,0.0686,0.0098,0.0032,0.0092,0.0134,0.0056
2013,88,"archipielago de san andres, providencia y santa catalina",15536,0.6793,0.6789000000000001,0.4861,0.665,0.6241,0.3906,0.7443000000000001,0.6722,0.7495999999999999,0.8192,0.6198,38.24,0.8,0.0091,0.0093,0.01,0.0097,0.0042,0.9908,0.0,0.99,0.0097,0.9949,0.0001,0.0,0.99,0.0,0.0008,0.0473,0.0,0.0331,0.0698,0.0363
2013,91,amazonas,22123,0.8184,0.8183,0.4838,0.8395999999999999,0.5821999999999999,0.2208999999999999,0.9541,0.9686,1.1183,0.9123,0.5961,27.6,0.1284,0.0329,0.0316,0.0182,0.0526,0.0557,0.9578,0.0,0.9705,0.0526,0.9231,0.0093,0.0,0.9705,0.0056,0.0212,0.0432,0.0,0.0441,0.0516,0.0258
2013,94,guainia,11918,0.7256999999999999,0.7256,0.5089,0.6901999999999999,0.3032,0.0911999999999999,1.1403,1.0876,1.5084,1.0187,0.5276,59.64,0.2307999999999999,0.0493,0.0356,0.0383,0.0791999999999999,0.0621,0.7970999999999999,0.102,0.8070999999999999,0.0791999999999999,0.833,0.1536,0.102,0.8070999999999999,0.1856,0.1049,0.0359,0.102,0.0372,0.0306,0.0155
2013,95,guaviare,31276,0.5733,0.5732,0.2948,0.5521,0.4404,0.2089,0.7031000000000001,0.584,0.7805,0.7334999999999999,0.4964,45.17,0.2143,0.0401999999999999,0.0363,0.0431,0.0414,0.0239,0.9597,0.0,0.9569,0.0414,0.9756,0.0001,0.0,0.9569,0.0,0.0006,0.0116,0.0,0.008,0.0184,0.0179
2013,97,vaupes,12659,0.6225,0.6225,0.2169,0.6388,0.332,0.0894,0.7445,0.4656,1.0004,0.6420999999999999,0.4106,14.37,0.1932999999999999,0.0852999999999999,0.1155,0.0725,0.1119,0.0675,0.813,0.0152,0.8044,0.1119,0.8561,0.1017,0.0152,0.8044,0.0785,0.0764,0.0285,0.0152,0.0296,0.0301,0.032
2013,99,vichada,20977,0.7461,0.746,0.3504,0.7482,0.3674,0.1401,0.8456999999999999,0.8576999999999999,1.1902,0.6213000000000001,0.3525999999999999,20.97,0.3533,0.0917,0.074,0.0983,0.0875,0.0670999999999999,0.8784000000000001,0.0026,0.875,0.0875,0.8889,0.0299,0.0026,0.875,0.0446,0.044,0.0125,0.0026,0.0091,0.0236,0.017
2014,5,antioquia,1266533,0.9097,0.9085,0.6415000000000001,0.9068,0.7513,0.4179,1.039,0.8441,1.1192,1.098,0.8273,31.17,0.6272,0.0233,0.0206,0.0191,0.0308999999999999,0.0200999999999999,0.9508,0.0007,0.9635,0.0308999999999999,0.949,0.0259,0.0007,0.9635,0.042,0.0308999999999999,0.0209,0.0007,0.0161,0.0335,0.0184
2014,8,atlantico,521917,0.8581,0.8558,0.5218,0.8109999999999999,0.7483,0.4417,0.9365,0.8287,1.0161,0.9624,0.7386,23.57,0.8087000000000001,0.0329,0.0128,0.0338,0.0366,0.0304,0.9637,0.0001,0.9621,0.0366,0.9672,0.0034,0.0001,0.9621,0.0034999999999999,0.0024,0.0182,0.0001,0.017,0.0239,0.01
2014,11,"bogota, d.c.",1460379,0.8079000000000001,0.8038,0.5776,0.7676999999999999,0.7523000000000001,0.4997,0.8665999999999999,0.7409,0.8668,0.9386,0.7868,17.07,0.9944,0.025,0.027,0.0200999999999999,0.0301,0.0248,0.9736,0.0,0.9793,0.0301,0.9735,0.0014,0.0,0.9793,0.0025,0.0017,0.0868999999999999,0.0,0.0547,0.1406,0.0814
2014,13,bolivar,490573,0.875,0.8741,0.5842,0.8529000000000001,0.7109000000000001,0.3768999999999999,0.9871,1.033,1.091,0.9815,0.7187,21.18,0.4216,0.0353,0.0192,0.0347,0.0419,0.0306,0.941,0.0008,0.9488,0.0419,0.9393,0.0237,0.0008,0.9488,0.0385999999999999,0.0301,0.0196,0.0008,0.0196,0.025,0.012
2014,15,boyaca,288366,0.8393999999999999,0.8389,0.6309,0.8059000000000001,0.7490000000000001,0.4836,0.9474,0.8273999999999999,0.9261,1.0247,0.8985,25.43,0.2105,0.0189,0.0167,0.0132,0.0255,0.0197,0.938,0.0022,0.9583,0.0255,0.9339,0.0431,0.0022,0.9583,0.066,0.0465,0.0224,0.0022,0.0168,0.0348,0.0186
2014,17,caldas,195455,0.8096,0.8093,0.5411,0.7653,0.706,0.4368,0.9236,0.7132999999999999,0.9442,0.9947,0.8340000000000001,26.18,0.2842,0.0265,0.0301,0.0203,0.0345,0.0248,0.9474,0.0025,0.9586,0.0345,0.948,0.026,0.0025,0.9586,0.0364,0.0272,0.0173,0.0025,0.0135,0.0254,0.0179
2014,18,caqueta,124473,0.7936,0.7933,0.4622,0.7956,0.5715,0.2336,0.9171,0.8081999999999999,1.0891,0.8844,0.5922,28.64,0.1089,0.0423,0.0434,0.0385,0.0484,0.0426999999999999,0.9567,0.0,0.961,0.0484,0.9495,0.001,0.0,0.961,0.0005,0.0078,0.0118,0.0,0.0098,0.0191,0.0091
2014,19,cauca,316362,0.846,0.8458,0.4553999999999999,0.86,0.6465000000000001,0.3139,1.0548,0.8306999999999999,1.1729,1.0927,0.8085,21.34,0.4274,0.0454,0.0167,0.038,0.0625,0.0491,0.9533,0.0,0.9617,0.0625,0.9412,0.0012,0.0,0.9617,0.0001,0.0097,0.012,0.0,0.0105,0.0178,0.0101
2014,20,cesar,261493,0.9629,0.9614,0.5954999999999999,0.9379,0.746,0.3699,1.1111,1.1426,1.2766,1.0698,0.7561,28.52,0.3059,0.0495,0.0586,0.0441,0.057,0.0425,0.9287,0.0069,0.9393,0.057,0.9326,0.0219,0.0069,0.9393,0.033,0.025,0.012,0.0069,0.011,0.0169,0.0068
2014,23,cordoba,408623,0.9323,0.9319,0.5482,0.9081,0.7498,0.3692,1.1059,1.0261,1.183,1.1569,0.8448,22.34,0.4522,0.0210999999999999,0.017,0.0172,0.0264,0.0262,0.975,0.0006,0.9807,0.0264,0.9658,0.0039,0.0006,0.9807,0.0062,0.008,0.0200999999999999,0.0006,0.0207,0.0247,0.0147
2014,25,cundinamarca,573948,0.8998999999999999,0.8979,0.5896,0.8504999999999999,0.8131,0.4847999999999999,0.9975,0.8853,1.0084,1.0905,0.8406,19.65,0.2158,0.026,0.0243999999999999,0.0194,0.0343,0.0256,0.9672,0.0001,0.978,0.0343,0.9619,0.0069,0.0001,0.978,0.0115,0.0125,0.0173,0.0001,0.0123,0.0273,0.0143
2014,27,choco,145299,0.8115000000000001,0.8114,0.5373,0.8375,0.4784,0.1837,1.0066,0.8983,1.2501,0.8843000000000001,0.6486,18.8,0.1884,0.0353,0.0296,0.0325,0.0454,0.0274,0.9058,0.0021,0.9085,0.0454,0.9324,0.0588999999999999,0.0021,0.9085,0.0827,0.0401999999999999,0.0044,0.0021,0.0052,0.0039,0.0011
2014,41,huila,270459,0.8835,0.8829,0.5917,0.8898999999999999,0.7554000000000001,0.3936,0.9941,0.8186,1.0726,1.0587,0.7589,26.94,0.2448,0.0333,0.0223,0.0235,0.0487,0.0361,0.9653,0.0,0.9763,0.0487,0.9564,0.0014,0.0,0.9763,0.0016,0.0074,0.0108,0.0,0.0086,0.016,0.011
2014,44,la guajira,251458,0.7491,0.7487,0.4725999999999999,0.7168000000000001,0.4478,0.2009,0.8884000000000001,0.9732,1.1569,0.7034999999999999,0.4385,22.55,0.3752,0.0448,0.0226,0.0426999999999999,0.0603,0.0405,0.9514,0.0011,0.9552,0.0603,0.9526,0.0038,0.0011,0.9552,0.008,0.0069,0.013,0.0011,0.0128,0.0182,0.0106
2014,47,magdalena,331389,0.9035,0.901,0.5938,0.8379000000000001,0.6794,0.3395,1.084,1.284,1.2667,0.9926,0.695,19.59,0.23,0.0296,0.0181,0.0297,0.0334,0.0287,0.9605,0.004,0.9623,0.0334,0.9607,0.0098999999999999,0.004,0.9623,0.0144,0.0106,0.0093,0.004,0.0086,0.0116999999999999,0.0049
2014,50,meta,215227,0.9477,0.9472,0.5988,0.9329,0.7864,0.4239,1.064,0.9026,1.1891,1.0851,0.7798,28.07,0.2128,0.0302,0.0331,0.0272,0.036,0.0237,0.9507,0.0013,0.9607,0.036,0.957,0.019,0.0013,0.9607,0.0329,0.0194,0.0141,0.0013,0.0106,0.0243999999999999,0.0077
2014,52,narino,397640,0.7523000000000001,0.7522,0.4097,0.7384999999999999,0.5667,0.3002,0.8987,0.7181000000000001,1.0211,0.8778,0.7265999999999999,22.2,0.364,0.0291,0.0052,0.026,0.04,0.0258,0.9698,0.0,0.9736,0.04,0.9703,0.0011,0.0,0.9736,0.0017,0.004,0.016,0.0,0.0136,0.0237999999999999,0.0137
2014,54,norte de santander,313966,0.872,0.8715,0.5787,0.8964,0.684,0.3699,0.9877,0.9562,1.1308,0.9613,0.7208,28.03,0.1546,0.033,0.0361,0.0337,0.034,0.0246,0.9607,0.0009,0.9628,0.034,0.9648,0.0062,0.0009,0.9628,0.0102,0.0106,0.0163999999999999,0.0009,0.0121,0.0271,0.0139999999999999
2014,63,quindio,110359,0.8393,0.8390000000000001,0.4426,0.7696999999999999,0.7846,0.4457,0.9759,0.7111,0.9529,1.1265,0.8652,29.57,0.3226,0.0368,0.0398,0.0291,0.0469,0.0311,0.9302,0.0011,0.9515,0.0469,0.9346,0.0329,0.0011,0.9515,0.0530999999999999,0.0343,0.0141,0.0011,0.0108,0.0218,0.0105
2014,66,risaralda,185754,0.8818,0.8802,0.5156000000000001,0.8411,0.7646999999999999,0.4111,1.0353,0.8214,1.0663,1.1418,0.8575,26.09,0.5663,0.0366999999999999,0.04,0.0304,0.0465,0.0296,0.9308,0.0052,0.9454,0.0465,0.9352,0.0325,0.0052,0.9454,0.0475,0.0352,0.0166,0.0052,0.0132,0.0262,0.012
2014,68,santander,413227,0.9363,0.9352,0.5710000000000001,0.9333,0.8172,0.47,1.0595,0.9589,1.1425,1.1033,0.831,26.12,0.2153999999999999,0.0282,0.0242,0.0243,0.0346,0.0265,0.9545,0.0049,0.9659,0.0346,0.9508,0.0173,0.0049,0.9659,0.0279999999999999,0.0227,0.0176,0.0049,0.0136,0.0279999999999999,0.0136
2014,70,sucre,201098,0.9688,0.9682,0.6899,0.9599,0.7559,0.3986,1.1329,1.3126,1.2425,1.1021,0.8381000000000001,23.85,0.5908,0.0583,0.0216,0.0587,0.0725,0.049,0.8508,0.0063,0.8556999999999999,0.0725,0.8661,0.0908,0.0063,0.8556999999999999,0.1268999999999999,0.0849,0.012,0.0063,0.0118,0.0158,0.0079
2014,73,tolima,313709,0.8636,0.863,0.5127,0.8415,0.7277,0.4072,0.9632,0.8476,1.054,0.9884,0.7452,26.31,0.3456,0.0416,0.0283,0.0421,0.0455999999999999,0.0362,0.9031,0.0027,0.9155,0.0455999999999999,0.9145,0.0553,0.0027,0.9155,0.0858,0.0493,0.0092,0.0027,0.0081999999999999,0.0132,0.0065
2014,76,valle del cauca,880625,0.8552,0.8534,0.5364,0.8348,0.7081000000000001,0.3912,0.984,0.8798,1.0584,1.0324,0.7679,21.91,0.3621999999999999,0.0216,0.0206,0.018,0.0274,0.0196,0.956,0.0018,0.9662,0.0274,0.959,0.0224,0.0018,0.9662,0.0361,0.0214,0.0081999999999999,0.0018,0.0081,0.0106,0.0052
2014,81,arauca,74948,0.7155,0.7151000000000001,0.4318999999999999,0.7082999999999999,0.5471,0.276,0.8148000000000001,0.7666,0.9311,0.7912,0.5624,20.42,0.2123,0.0559,0.0165,0.05,0.0739,0.0676,0.944,0.0,0.95,0.0739,0.9313,0.0001,0.0,0.95,0.0,0.0011,0.0204,0.0,0.0147,0.0372,0.0139
